Время;Значение
11:08:12,919;4143,92293632054
11:08:13,022;4127,91013609584
11:08:13,126;4117,38062797687
11:08:13,229;4114,10279485545
11:08:13,332;4120,53284561842
11:08:13,435;4134,77737051666
11:08:13,535;4150,24409758738
11:08:13,641;4163,83041019113
11:08:13,744;4174,62475506997
11:08:13,846;4180,3312073001
11:08:13,950;4180,55008721286
11:08:14,061;4175,78053384306
11:08:14,155;4170,93358042799
11:08:14,259;4170,89277479821
11:08:14,361;4179,26836928211
11:08:14,464;4193,87316685349
11:08:14,566;4212,5234977557
11:08:14,670;4231,80198332836
11:08:14,773;4250,53610236954
11:08:14,876;4269,16349102559
11:08:14,978;4288,34342824034
11:08:15,083;4311,29632873532
11:08:15,191;4334,69077452744
11:08:15,288;4351,99561156571
11:08:15,392;4357,72498691461
11:08:15,495;4352,78928632546
11:08:15,600;4338,61496536945
11:08:15,700;4314,25066451613
11:08:15,804;4268,8521640963
11:08:15,910;4258,56020939757
11:08:16,008;4253,77507610467
11:08:16,114;4246,25884485079
11:08:16,213;4236,36728013524
11:08:16,319;4225,19831177895
11:08:16,423;4214,4837664024
11:08:16,525;4203,43974559531
11:08:16,627;4191,42213272338
11:08:16,730;4179,11646332961
11:08:16,835;4166,829878725
11:08:16,935;4157,40004367599
11:08:17,040;4150,84536427391
11:08:17,142;4147,1363038623
